"question","answer","answer_index","hops","thinking","cypher_query"
"Người đã tham gia sự kiện Thế chiến II và phát triển công trình đáng chú ý là ai?
A. Albert Einstein
B. Cordell Hull
C. Marie Curie
D. Nelson Mandela","B","1","2","The rephrased question asks about a person (Person) who participated in World War II and developed notable works. The correct answer is 'Cordell Hull' (a person). The distractors are also names of notable people (Albert Einstein, Marie Curie, Nelson Mandela) and are not present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện Thế chiến II và có những công trình nghiên cứu đáng chú ý?
A. Marie Curie
B. Paul Milgrom
C. Albert Einstein
D. Alfred Nobel","B","1","2","The rephrased question asks for a person (p.name) who participated in World War II and developed notable works. The correct answer is Paul Milgrom. The distractors (Marie Curie, Albert Einstein, Alfred Nobel) are all names of people and are not in the provided forbidden list from the database.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện ""Chiến dịch Mùa hè Đỏ lửa""?
A. Marie Curie
B. Albert Einstein
C. Arieh Warshel
D. Max Planck","C","2","2","The rephrased question asks for the name of a person who participated in the event 'Chiến dịch Mùa hè Đỏ lửa'. The correct answer, Arieh Warshel, is a person's name. The distractors (Marie Curie, Albert Einstein, Max Planck) are also names of notable individuals/scientists and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào đã phát triển một công trình đáng chú ý, đồng thời thành lập một tổ chức và cũng tham gia vào một sự kiện?
A. Albert Schweitzer
B. Marie Curie
C. Albert Einstein
D. Nelson Mandela","A","0","4","The rephrased question asks for a person's name (Nhân vật nào) who fits three criteria: developed a notable work, founded an organization, and participated in an event, as implied by the Cypher query and the given correct answer. The correct answer 'Albert Schweitzer' is a person's name. The distractors are also person's names (Nobel laureates) and are not present in the forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Vị nhân sĩ nào được biết đến là người vừa tham gia vào một sự kiện đáng chú ý, vừa là người sáng lập một tổ chức?
A. Marie Curie
B. Albert Schweitzer
C. Nelson Mandela
D. Martin Luther King Jr.","B","1","3","The rephrased question asks for a Person who participated in an event and also founded an organization, matching the Cypher query 'MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name'. The correct answer is 'Albert Schweitzer' (a Person name). The distractors ('Marie Curie', 'Nelson Mandela', 'Martin Luther King Jr.') are also Person names and have been verified not to be present in the provided database exclusion list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Ai là người đã tham gia một sự kiện và sau đó thành lập một tổ chức?
A. Denis Mukwege
B. Nelson Mandela
C. Mẹ Teresa
D. Malala Yousafzai","A","0","3","The original question implicitly asks for an organization but the correct answer provided is a person's name (Denis Mukwege), which corresponds to `p.name` in the Cypher query. Therefore, the question was rephrased to ask for a specific person ('Ai là người...') who fits the criteria of participating in an event and founding an organization. All options are names of people. The distractors are other famous individuals (Nobel laureates) and were confirmed not to be in the provided list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Người đã sáng lập một tổ chức và đồng thời tham gia một sự kiện là ai?
A. Nelson Mandela
B. Malala Yousafzai
C. Jody Williams
D. Mother Teresa","C","2","3","The rephrased question asks for a `Person` (tên người) who both `founded an organization` and `participated in an event`. The correct answer is `Jody Williams`. The distractors are other famous individuals (Person's names) who are not in the forbidden database results list and fit the 'person' type.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Nhân vật nào đã phát triển một công trình đáng chú ý, đồng thời sáng lập một tổ chức và tham gia một sự kiện nhất định?
A. Nelson Mandela
B. Kofi Annan
C. Malala Yousafzai
D. Martin Luther King Jr.","B","1","4","The rephrased question asks for a person who developed a notable work, founded an organization, and participated in an event. The correct answer is 'Kofi Annan' (a person's name). The distractors are also person's names and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Nhân vật nào từng tham gia vào sự kiện Thế chiến II và đồng thời phát triển công trình Mạng xã hội?
A. Marie Curie
B. Albert Einstein
C. Niels Bohr
D. Owen Willans Richardson","D","3","2","The question is rephrased from 'Ai đã tham gia sự kiện Thế chiến II và đã phát triển công trình Mạng xã hội?' to 'Nhân vật nào từng tham gia vào sự kiện Thế chiến II và đồng thời phát triển công trình Mạng xã hội?'. It asks for a person's name (p.name). The correct answer 'Owen Willans Richardson' is a person's name. The distractors 'Marie Curie', 'Albert Einstein', and 'Niels Bohr' are also names of notable individuals/scientists, are of the same type as the correct answer, and are confirmed not to be in the provided forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã tham gia sự kiện ""World War II""?
A. Franklin D. Roosevelt
B. Anwar Sadat
C. Winston Churchill
D. Harry S. Truman","B","1","2","The question has been rephrased to 'Ai là nhân vật đã tham gia sự kiện ""World War II""?' to ask for a single person who participated in World War II, aligning with the singular correct answer 'Anwar Sadat'. The Cypher query returns `p.name` (person's name), which matches the type of the correct answer and distractors. The options (person names) are in Vietnamese. The distractors are other historical figures, notably related to the WWII era, but are not present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã thành lập một tổ chức và phát triển một công trình đáng chú ý?
A. Nelson Mandela
B. Lech Wałęsa
C. Muhammad Yunus
D. Desmond Tutu","B","1","4","The question has been rephrased from the original to 'Ai là người đã thành lập một tổ chức và phát triển một công trình đáng chú ý?', maintaining the original meaning while being singular and natural in Vietnamese. The Cypher query `RETURN p.name` indicates the answer should be a person's name. The correct answer 'Lech Wałęsa' is a person's name. The distractors 'Nelson Mandela', 'Muhammad Yunus', and 'Desmond Tutu' are also names of people (Nobel laureates) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia vào các sự kiện và đồng thời phát triển các công trình khoa học đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Andrew Schally
D. Linus Pauling","C","2","2","The rephrased question asks for a specific person ('Ai là người') who participated in events and developed notable works, which matches the `p.name` return from the Cypher query. The correct answer 'Andrew Schally' is provided. The distractors (Marie Curie, Albert Einstein, Linus Pauling) are all famous Nobel laureates, are of the same data type (person's name), and have been verified not to be in the forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhà khoa học đã tham gia sự kiện 'International Medical Congress' và có những công trình nghiên cứu đáng chú ý?
A. Nikolay Semyonov
B. Marie Curie
C. Albert Einstein
D. Linus Pauling","A","0","2","The rephrased question asks for a person's name who participated in an event and developed notable works. The correct answer 'Nikolay Semyonov' is a person's name. The distractors 'Marie Curie', 'Albert Einstein', 'Linus Pauling' are also person's names and are not present in the provided forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã góp mặt trong sự kiện World War II và để lại những công trình nổi bật?
A. Anwar Sadat
B. Marie Curie
C. Albert Einstein
D. Mother Teresa","A","0","2","The rephrased question asks for a person who participated in World War II and had notable works, which matches the `p.name` return from the Cypher query. The correct answer is 'Anwar Sadat' (a person's name). The distractors 'Marie Curie', 'Albert Einstein', and 'Mother Teresa' are also names of people (Nobel laureates) and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người vừa sáng lập một tổ chức, vừa tham gia vào một sự kiện?
A. Marie Curie
B. Nelson Mandela
C. John Hume
D. Malala Yousafzai","C","2","3","The rephrased question asks for a person who founded an organization and participated in an event. The correct answer 'John Hume' is a person's name. The distractors (Marie Curie, Nelson Mandela, Malala Yousafzai) are also person's names (Nobel laureates or notable figures) and are explicitly not present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Người đã tham gia sự kiện Thế chiến thứ hai và có những công trình phát triển nổi bật là ai?
A. Marie Curie
B. Albert Einstein
C. Elihu Root
D. Linus Pauling","C","2","2","The reformulated question asks for a person's name who participated in the World War II event and developed notable works. The correct answer 'Elihu Root' is a person's name. The distractors are also person's names and are not present in the forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào được biết đến là người đã thành lập một tổ chức và đồng thời có những công trình phát triển đáng kể?
A. Elihu Root
B. Marie Curie
C. Albert Einstein
D. Nelson Mandela","A","0","4","The rephrased question asks for a person who founded an organization and developed notable works, which matches the Cypher query returning a person's name. The correct answer is Elihu Root (a person's name). The distractors (Marie Curie, Albert Einstein, Nelson Mandela) are also person's names and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người đã tham gia sự kiện 'Open Source Conference' và được biết đến với công trình nghiên cứu nổi bật của mình là ai?
A. Victor Grignard
B. Marie Curie
C. Albert Einstein
D. Niels Bohr","A","0","2","The rephrased question asks for a person's name (p.name) who participated in the 'Open Source Conference' event and developed notable work. The correct answer is 'Victor Grignard'. Distractors are other famous scientists (Marie Curie, Albert Einstein, Niels Bohr) and are not present in the provided database exclusion list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện 'Hội nghị khoa học 2023' và đóng góp các công trình nghiên cứu nổi bật?
A. Marie Curie
B. René Cassin
C. Ivan Pavlov
D. Wilhelm Röntgen","B","1","2","The question is rephrased to be singular and asks about a person ('Ai là người') who participated in an event ('Hội nghị khoa học 2023') and contributed notable research works ('đóng góp các công trình nghiên cứu nổi bật'). The Cypher query returns `p.name`, indicating a person's name. The correct answer 'René Cassin' is a person's name. The distractors (Marie Curie, Ivan Pavlov, Wilhelm Röntgen) are also names of notable individuals (Nobel laureates) and are explicitly confirmed not to be in the provided database exclusion list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào đã tham gia sự kiện ""Triển lãm quốc tế 1900"" và được biết đến với những công trình đáng chú ý của mình?
A. Marie Curie
B. Miguel Ángel Asturias
C. Albert Einstein
D. Alfred Nobel","B","1","2","The question has been rephrased to ask for a singular 'person' who participated in the 'Triển lãm quốc tế 1900' (International Exhibition 1900) and developed notable works, aligning with the `p.name` return from the Cypher query. The correct answer is 'Miguel Ángel Asturias'. The distractors are also names of famous individuals related to the Nobel Prizes (Marie Curie, Albert Einstein, Alfred Nobel) and are not present in the provided forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người nào đã tham gia vào một sự kiện và đồng thời là người sáng lập một tổ chức?
A. Marie Curie
B. Albert Einstein
C. Charles Louis Alphonse Laveran
D. Alexander Fleming","C","2","3","The rephrased question asks for a person who both participated in an event and founded an organization. The correct answer is a person's name (Charles Louis Alphonse Laveran), and the distractors are other famous scientists/laureates of the same type (person's name) and are not included in the provided database exclusion list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Nhân vật nào đã tham gia sự kiện 'World War II' và có công trình đáng kể được ghi nhận?
A. Marie Curie
B. Ernesto Teodoro Moneta
C. Albert Einstein
D. Nelson Mandela","B","1","2","The rephrased question asks for a person's name who participated in 'World War II' and developed a notable work, matching the Cypher query's return types (p.name). The correct answer 'Ernesto Teodoro Moneta' is a person's name. The distractors (Marie Curie, Albert Einstein, Nelson Mandela) are also famous people (Nobel laureates) and are not present in the provided database exclusion list, ensuring they are valid unique distractors.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia sự kiện Thế chiến thứ hai và phát triển công trình về vật lý hạt nhân là ai?
A. Linus Pauling
B. Otto Fritz Meyerhof
C. Dorothy Hodgkin
D. Maria Goeppert Mayer","B","1","2","The rephrased question asks about a person (p.name) who participated in World War II (e:Event) and developed work in nuclear physics (nw:Notable_Work), keeping the original meaning and being singular. The correct answer, 'Otto Fritz Meyerhof', is provided in the input. The distractors ('Linus Pauling', 'Dorothy Hodgkin', 'Maria Goeppert Mayer') are names of other notable scientists/Nobel laureates, ensuring they are of the same type (person's name) and are not present in the 'TẤT CẢ kết quả từ database' list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người nào đã vừa tham gia Thế chiến thứ hai, vừa phát triển các công trình khoa học đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Ernest Rutherford
D. Niels Bohr","C","2","2","The rephrased question asks for a person who participated in World War II and developed notable scientific works. The correct answer is Ernest Rutherford (a person's name). The distractors (Marie Curie, Albert Einstein, Niels Bohr) are also names of notable scientists/Nobel laureates and are not present in the provided list of disallowed database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã tham gia vào một sự kiện quan trọng và đồng thời có những công trình nghiên cứu đáng chú ý?
A. Ragnar Granit
B. Marie Curie
C. Albert Einstein
D. Alfred Nobel","A","0","2","The question asks for a person's name (p.name) who participated in an event and developed notable work, based on the Cypher query. The correct answer 'Ragnar Granit' is a person's name. The question has been rephrased to be singular and natural in Vietnamese. The distractors (Marie Curie, Albert Einstein, Alfred Nobel) are also names of notable individuals, fitting the Person type, and were carefully checked to ensure they are NOT present in the provided list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật nổi bật vừa sáng lập một tổ chức, vừa tham gia một sự kiện?
A. Nelson Mandela
B. Lech Wałęsa
C. Marie Curie
D. Martin Luther King Jr.","B","1","3","The rephrased question asks for a person who both founded an organization and participated in an event, returning the person's name. The correct answer 'Lech Wałęsa' is a person's name. The distractors (Nelson Mandela, Marie Curie, Martin Luther King Jr.) are also names of notable people (Nobel laureates) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Người đã tham gia một sự kiện, thành lập một tổ chức và phát triển một công trình đáng chú ý là ai?
A. Marie Curie
B. Aristide Briand
C. Nelson Mandela
D. Martin Luther King Jr.","B","1","4","The question is rephrased to ask for a specific person who fits the criteria: participated in an event, founded an organization, and developed a notable work. The correct answer 'Aristide Briand' is a person's name. The distractors are also names of notable people (specifically Nobel laureates) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã thành lập một tổ chức và đồng thời tham gia vào một sự kiện quan trọng?
A. Malala Yousafzai
B. Abiy Ahmed
C. Nelson Mandela
D. Wangari Maathai","B","1","3","The rephrased question asks about a person who founded an organization and participated in an event. The answer type is a person's name. The correct answer is 'Abiy Ahmed' (Vietnamese name remains the same). The distractors ('Malala Yousafzai', 'Nelson Mandela', 'Wangari Maathai') are also person's names and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Ai là người đã tham gia vào một sự kiện nào đó và đồng thời phát triển một công trình nổi bật?
A. Marie Curie
B. Albert Einstein
C. Carl von Ossietzky
D. Nelson Mandela","C","2","2","The rephrased question asks for the name of a person who participated in an event and developed a notable work, matching the 'p.name' return from the Cypher query. The correct answer is 'Carl von Ossietzky'. The distractors (Marie Curie, Albert Einstein, Nelson Mandela) are other famous individuals (Person's name) of the same type and are confirmed not to be present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào vừa tham gia một sự kiện, vừa phát triển một công trình đáng chú ý?
A. Marie Curie
B. Konrad Emil Bloch
C. Albert Einstein
D. Niels Bohr","B","1","2","The rephrased question asks for a person who both participated in an event and developed a notable work, matching the Cypher query's return type (p.name). The correct answer 'Konrad Emil Bloch' is a person's name. The distractors are also names of notable individuals (Nobel laureates) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người từng tham gia sự kiện V-E Day và phát triển các công trình đáng chú ý là ai?
A. Marie Curie
B. Nelson Mandela
C. Bob Dylan
D. Albert Einstein","C","2","2","The rephrased question asks for a Person's name who participated in the V-E Day event and also developed notable works, focusing on a singular answer as per the rules. The correct answer 'Bob Dylan' is a person's name. The distractors (Marie Curie, Nelson Mandela, Albert Einstein) are also famous individuals (Nobel laureates or historically significant figures) and are not present in the provided list of forbidden database results, ensuring they are valid distractors of the same type.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào vừa sáng lập một tổ chức, vừa tham gia vào một sự kiện?
A. Menachem Begin
B. Nelson Mandela
C. Martin Luther King Jr.
D. Mother Teresa","A","0","3","The reformulated question asks about a person who founded an organization and also participated in an event. The Cypher query returns `p.name` (Person's name). The correct answer is 'Menachem Begin'. The distractors are other notable persons (Nobel Peace Laureates in this context) and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Người nào đã sáng lập một tổ chức, tham gia một sự kiện và phát triển một công trình đáng chú ý?
A. Albert Schweitzer
B. Martin Luther King Jr.
C. Nelson Mandela
D. Mother Teresa","A","0","4","The question rephrased asks for a Person who founded an organization, participated in an event, and developed a notable work. The correct answer is 'Albert Schweitzer' (a person's name). The distractors, 'Martin Luther King Jr.', 'Nelson Mandela', and 'Mother Teresa', are also person names (Nobel Peace laureates, fitting the humanitarian profile of Schweitzer) and are explicitly not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã đồng thời sáng lập một tổ chức, tham gia một sự kiện và phát triển một công trình đáng chú ý?
A. Nelson Mandela
B. Marie Curie
C. Albert Schweitzer
D. Martin Luther King Jr.","C","2","4","The rephrased question asks for a single person who founded an organization, participated in an event, and developed a notable work, directly reflecting the Cypher query's conditions for a Person (p). The correct answer is 'Albert Schweitzer'. The distractors are other notable individuals (Nobel laureates or historically significant figures) of the same type (person's name) and are not present in the forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người nào đã vừa sáng lập một tổ chức, vừa tham gia một sự kiện, đồng thời phát triển một công trình khoa học đáng chú ý?
A. Albert Einstein
B. Marie Curie
C. Pyotr Kapitsa
D. Max Planck","C","2","4","The rephrased question asks for a person's name who met specific criteria (founded an organization, participated in an event, developed notable works). The correct answer is 'Pyotr Kapitsa' (a person's name). The distractors are other famous scientists' names and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người nào đã tham gia một sự kiện và phát triển một công trình đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Nelson Mandela
D. Liu Xiaobo","D","3","2","The rephrased question asks for the name of a person who participated in an event and developed a notable work. The correct answer is 'Liu Xiaobo'. The distractors are also names of notable people (Nobel laureates) and are not present in the provided forbidden database results list, matching the required type (Person's name).","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
